index,요리이름,칼로리,탄수화물,단백질,지질,나트륨,콜레스테롤,식이섬유,칼슘,비타민c,당류
4662,강식당 오므라이스,37.2,30.6,54.4,53.0,36.7,209.3,9.0,15.8,10.5,1.0
4663,떡꼬치구이,17.1,11.3,10.1,36.1,22.7,4.8,6.6,4.3,0.2,0.9
4664,돼지고추장찌개,5.0,5.4,9.7,2.1,61.7,3.1,6.8,9.6,6.0,0.0
4665,닭볶음탕,27.5,30.8,61.6,6.0,46.8,0.0,18.5,10.7,34.9,0.0
4666,양념대패쌈밥,82.4,40.1,126.9,198.3,143.6,60.1,35.9,10.9,37.0,0.0
4668,맑은 두부 새우젓 찌개,10.8,2.5,42.5,24.7,16.6,7.1,26.1,55.0,10.7,0.0
4670,굴수제비,30.5,30.8,61.9,12.6,28.3,49.7,32.3,34.0,57.7,0.0
4672,홍합무침,18.5,7.8,90.6,12.3,65.8,81.8,8.4,49.5,31.8,0.0
4673,어니징어,50.8,62.5,66.5,23.5,140.6,100.4,48.5,23.4,15.8,0.0
4674,제주많은 돼지라면,76.8,50.5,86.6,145.6,123.0,118.9,51.1,38.5,26.4,0.0
4675,국물닭발,85.2,12.1,147.8,265.4,147.5,165.0,28.1,25.8,16.4,0.0
4676,참치 와사비 마요,52.2,25.2,100.7,109.2,55.0,223.2,9.3,25.2,7.9,0.0
4678,소세지스크램블에그,24.2,8.3,72.0,47.0,67.9,312.6,15.0,19.9,42.6,0.0
4679,크렘브륄레,4.9,1.9,5.8,12.3,0.5,89.7,0.0,4.2,0.0,0.0
4681,치즈베이컨김치볶음밥,19.0,23.5,14.2,13.2,25.5,3.0,4.4,5.7,0.0,0.0
4683,키리모찌구이,3.9,3.7,4.5,6.2,8.0,0.6,2.5,1.1,1.3,0.0
4684,소고기 청국장,25.7,4.0,91.1,56.6,26.3,38.0,20.4,28.9,14.3,0.0
4685,꼬막 야채전,26.5,19.5,111.3,10.2,68.6,53.3,23.9,46.7,39.9,0.0
4687,불고기 샐러드,14.8,4.8,25.4,37.8,38.6,12.6,2.6,3.2,10.3,0.0
4688,파래전,8.8,11.3,19.5,1.6,0.2,0.0,10.0,5.8,13.7,0.0
4689,돼지고기생강구이,22.3,31.7,20.4,1.1,140.2,0.3,13.2,5.9,10.7,0.0
4690,솔티드포테이토&토마토퐁듀,32.2,26.3,31.8,55.6,68.5,20.2,35.6,18.8,173.7,0.0
4691,오이김치,6.8,9.1,13.1,3.7,87.1,6.7,35.0,14.4,30.1,0.0
4693,감자 짜글이,8.1,10.6,12.6,1.7,62.5,0.2,20.1,6.1,58.8,0.0
4694,경양식 크림스프,13.3,4.3,7.9,41.7,18.8,15.2,2.7,14.7,1.8,0.0
4695,주꾸미,6.7,2.1,40.8,2.1,33.8,160.7,0.9,5.6,0.0,0.0
4697,스테이크덮밥,44.6,23.8,87.3,84.5,44.7,43.0,14.5,13.0,12.5,0.0
4699,식빵스틱 푸딩,20.1,20.3,21.3,20.4,5.9,54.7,15.9,12.7,1.5,0.0
4700,애호박 미음,2.8,3.7,1.8,0.3,0.1,0.0,0.7,2.3,0.4,0.0
4702,치즈족발,11.2,6.9,21.8,10.7,93.4,12.2,12.2,31.9,15.8,0.0
4704,가래떡 무채떡볶이,15.1,18.5,10.4,7.4,56.2,0.0,10.2,4.9,6.2,0.0
4705,더블삼겹살김밥,41.4,12.3,74.9,113.8,5.4,36.7,16.6,6.9,15.8,0.0
4707,명란볶음밥,18.1,23.2,13.8,11.3,2.7,5.7,9.4,2.3,7.6,0.0
4708,밥통 브라우니,32.7,25.5,22.5,60.8,24.6,57.2,13.9,20.2,0.5,0.0
4709,베이컨&에그컵,39.0,2.6,66.1,50.6,74.3,227.4,3.3,18.4,13.4,0.0
4710,치즈계란밥,38.2,26.0,70.5,40.5,42.6,223.8,3.7,66.0,0.0,0.0
4711,더블치즈바게트,41.8,19.0,46.5,70.2,62.7,35.7,7.1,44.9,1.6,0.0
4713,데리야끼파닭꼬치,39.0,43.1,86.7,12.9,459.0,183.5,40.9,21.1,29.4,48.6
4714,윤식당 간장비빔밥,24.9,12.5,63.7,43.8,151.8,122.2,24.9,30.7,21.2,4.7
4715,3분카레 크림우동,35.5,16.0,12.5,99.4,44.2,42.6,6.6,12.9,0.0,0.0
4716,삼겹숙주라면,49.0,22.5,55.9,117.7,129.1,19.1,36.9,16.9,25.0,0.0
4717,표고 쇠소기 볶음,4.8,0.2,17.8,11.2,6.5,9.4,1.3,1.1,5.5,0.0
4718,홍합 들깨 미역국,20.3,8.5,96.3,17.9,149.7,81.7,20.3,61.6,22.9,0.0
4719,비프웰링턴 (beef wellington),32.0,9.2,103.0,59.5,72.3,51.1,4.7,11.4,5.3,0.0
4720,어묵콩나물찜,17.1,12.8,61.5,13.7,75.6,9.3,20.0,29.1,10.0,0.0
4721,구운새우 하이라이스덮밥,28.0,27.8,17.1,40.1,0.6,0.7,19.8,7.3,22.8,0.0
4722,소고기 무국,1.1,1.2,3.2,0.2,59.0,0.0,4.3,2.9,8.0,0.0
4723,하트전,21.1,5.2,46.1,53.5,53.9,9.8,5.8,35.8,8.8,0.0
4724,차돌박이야끼소바,8.7,3.4,23.7,10.7,136.9,99.9,11.4,10.2,22.8,0.0
4725,라면스파게티,54.5,28.9,38.8,94.0,151.2,12.1,29.4,9.4,43.1,0.0
4726,빨간어묵꼬치,13.2,13.2,34.4,7.4,141.4,5.8,22.8,23.9,6.4,0.0
4727,콘치즈제육,24.5,15.1,24.0,43.8,109.3,19.4,11.2,33.2,2.9,0.0
4728,치즈포테이토,7.2,7.7,12.9,4.3,9.0,4.4,7.6,9.9,47.3,0.0
4729,윤식당 잡채,8.3,11.6,6.9,0.4,98.1,0.1,10.5,7.5,38.5,0.0
4730,오렌지마멀레이드,12.0,18.9,1.7,0.2,10.7,0.0,7.7,21.9,46.8,0.0
4731,타마고산도,26.9,15.4,56.4,43.6,20.6,276.9,9.5,22.0,0.8,0.0
4733,차돌박이야채찜,16.4,5.4,64.3,24.6,58.0,25.5,22.8,10.6,25.8,0.0
4734,시금치 건새우 된장국,7.6,4.0,36.1,6.1,82.9,44.7,18.8,75.0,60.0,0.0
4736,랍스타 손질법과 활용레시피,57.9,47.7,68.0,61.9,213.6,25.1,26.2,65.9,116.2,0.0
4737,퐁당오쇼콜라,45.2,30.0,25.4,108.3,17.8,129.4,12.5,15.6,0.2,0.0
4738,소고기 장조림,34.3,14.1,130.5,45.8,276.3,257.2,34.4,24.4,59.1,0.0
4739,초계물회,36.5,10.8,115.9,75.5,65.5,79.5,14.9,17.0,19.3,0.0
4740,베이컨크림파스타,69.1,11.6,50.7,205.9,82.8,86.0,22.8,58.5,23.9,0.0
4741,조기조림,13.5,7.7,62.9,7.2,101.9,48.6,18.2,15.8,19.2,0.0
4742,닭가슴살 장조림,5.3,2.7,7.8,11.2,35.1,50.3,5.0,3.7,5.4,3.5
4743,초코팝콘,10.1,5.6,4.3,32.7,3.0,5.4,2.3,9.6,0.2,0.0
4744,갈릭버터 홍합구이,30.5,4.6,54.5,93.6,159.1,94.2,5.2,31.6,12.0,0.0
4746,코하쿠토,7.6,11.4,0.0,1.5,0.1,0.0,0.0,0.7,0.0,0.0
4747,피자토스트,27.9,19.8,29.8,51.7,33.5,116.2,12.9,8.6,1.3,0.0
4748,매생이떡국,20.5,22.2,28.5,9.5,41.3,23.8,5.8,19.3,2.9,0.0
4751,이십삼시 오십구분 : 계란말이 편,23.6,5.4,71.7,51.1,41.6,498.8,10.9,34.1,19.5,0.0
4752,계란사라다빵,28.7,10.7,35.1,76.3,31.6,179.1,6.6,20.3,16.3,6.4
4754,삼색나물,6.5,2.0,6.8,22.5,24.7,0.0,15.5,7.5,31.2,0.0
4755,오븐전기구이통닭,88.0,32.8,235.5,162.5,139.2,158.8,8.7,13.0,18.5,4.7
4756,떡갈비 버거,24.4,13.1,40.0,48.6,38.5,60.2,7.8,28.2,4.2,7.0
4757,닭가슴살 버섯볶음,6.1,1.3,45.8,1.0,2.2,23.3,13.5,2.9,4.1,0.0
4758,갑오징어초무침,9.9,7.2,22.5,12.7,34.1,41.4,9.5,6.3,6.6,0.0
4759,건새우멸치볶음,6.4,1.7,12.0,17.1,9.9,27.9,0.6,20.3,0.0,0.0
4760,오믈렛라이스,37.6,25.7,63.9,62.7,55.3,318.0,11.0,20.3,9.0,0.0
4761,나뭇잎 애호박전,17.0,6.1,32.8,35.4,48.3,66.4,8.0,7.6,13.2,0.0
4764,연유초콜릿,15.1,22.5,26.6,13.9,16.7,6.5,2.7,67.7,3.6,0.0
4765,딸기케이크,89.9,40.5,24.3,273.9,12.1,133.6,3.6,56.8,12.4,1.9
4766,솔트카라멜퍼지,27.9,29.3,16.3,31.8,8.0,13.2,0.0,37.9,3.0,0.0
4767,새송이떡갈비,16.0,10.3,46.8,18.3,82.4,16.4,22.5,5.0,7.3,0.0
4768,수플레 팬케이크,28.2,29.0,38.2,23.2,31.7,200.4,16.0,47.7,26.3,1.9
4769,"돼지고기, 오징어산적",28.1,17.1,79.1,28.9,36.0,180.8,16.5,25.5,10.5,0.0
4770,이십삼시 오십구분 : 대구지리탕 편,23.4,5.8,146.9,17.5,32.3,106.7,30.9,84.3,37.8,0.0
4771,칼질초급 편,15.1,22.6,20.9,2.6,9.1,0.7,93.2,51.5,161.4,0.0
4772,쏘야볶음면,58.9,31.0,69.0,130.5,233.9,38.2,25.0,11.8,85.3,0.0
4773,콩나물국밥,23.5,24.7,48.5,15.8,117.2,113.7,27.0,39.5,19.2,0.0
4775,꼬치전김밥,19.8,21.5,14.1,23.8,4.8,0.0,8.4,7.1,3.1,0.0
4776,동그랑땡 탕수,7.2,10.5,3.8,0.6,44.5,0.1,8.0,4.2,34.1,0.0
4777,추억의 사라다,29.5,24.0,15.1,54.8,28.9,15.2,33.7,19.8,24.1,0.0
4778,오이고추된장무침,3.6,1.4,3.2,11.0,18.2,0.0,11.8,1.3,19.7,0.0
4779,야끼오니기리,30.8,21.4,37.3,38.3,7.1,13.6,4.7,16.7,1.6,0.0
4780,앙버터,17.1,8.4,11.9,45.4,10.3,23.5,18.2,3.2,0.0,0.0
4781,순두부찌개라면,44.6,20.9,33.2,110.2,131.3,100.5,18.3,9.8,2.0,0.0
4782,새우치즈오븐구이,7.4,1.3,10.5,17.2,20.5,13.6,0.1,19.0,0.0,0.0
4784,떡맛탕,17.1,20.2,8.6,13.9,5.9,0.0,11.5,3.9,1.4,0.8
4785,누텔라푸딩,17.3,6.7,11.9,15.5,4.8,50.3,0.0,24.6,1.5,0.0
4786,불계토스트,24.1,7.9,43.6,30.7,34.0,120.1,4.8,34.3,0.5,0.0
4787,꼬치세트,21.1,9.8,78.1,29.0,29.5,104.2,45.2,13.8,18.7,3.6
4788,과일탕후루,10.8,16.9,0.8,0.3,0.1,0.0,3.9,2.8,25.2,2.7
4789,황태죽,7.4,9.1,9.1,1.4,17.5,1.7,6.5,10.8,3.1,0.0
4790,잡곡찰밥,18.5,24.1,19.0,0.6,38.2,0.0,19.4,3.5,0.0,0.0
4791,이십삼시 오십구분 : 손칼국수 편,22.3,28.6,24.7,2.7,16.7,0.3,32.4,22.0,30.2,0.0
4792,칼질중급 편,27.7,41.9,14.3,5.1,1.8,0.0,81.4,17.5,178.0,0.0
4793,삼겹살 국물떡볶이,35.8,14.1,61.1,86.7,81.4,28.7,17.3,14.4,10.3,0.0
4794,차돌박이 비빔국수,47.1,44.7,73.2,43.5,206.9,25.9,67.0,22.9,54.2,9.4
4795,생딸기연유우유,37.2,57.7,2.6,1.6,0.5,0.4,13.3,6.0,102.4,16.1
4796,육전,28.6,9.8,83.4,55.9,93.5,131.4,16.9,13.6,17.1,0.0
4797,마시멜로우,12.8,19.9,1.5,0.3,1.5,0.0,0.2,4.3,0.1,0.0
4798,개강주,93.3,36.9,0.7,0.0,4.8,0.0,1.1,3.1,0.4,115.4
4799,떠먹는 생과일 양갱,5.6,8.6,0.3,0.4,0.2,0.0,4.2,1.9,12.9,7.3
4800,바나나쉬폰컵케익,14.0,10.1,14.2,25.3,5.2,100.3,0.0,5.2,0.8,0.0
4801,치킨스튜파스타,38.5,33.8,90.3,28.3,111.9,50.2,54.5,5.8,32.8,0.0
4802,돼지목살통구이,38.7,10.9,102.6,86.6,114.6,50.0,28.4,7.6,28.0,0.0
4803,머랭케이크,9.0,12.7,7.3,0.1,5.8,0.1,0.7,0.6,6.7,0.8
4804,소세지빵,22.7,15.9,40.2,33.8,16.1,110.6,10.8,7.4,2.4,0.0
4805,고등어강정,10.3,13.5,8.4,1.6,55.9,0.0,7.4,2.7,0.8,0.0
4806,초콜릿카레,10.6,3.4,28.3,22.2,10.4,14.6,7.7,6.1,6.5,0.0
4808,사과도넛,21.7,28.3,17.4,12.5,22.1,51.1,23.8,16.9,11.4,0.0
4809,핫케익머핀,26.3,25.7,31.7,31.0,43.3,55.4,9.3,39.9,1.5,0.5
4810,항정살덮밥,30.2,34.9,31.9,22.4,71.4,100.0,12.1,8.0,9.3,0.0
4811,쇠고기 비빔국수,41.1,29.9,44.2,67.6,206.1,17.5,20.2,5.7,0.0,14.0
4813,밀크카라멜,18.7,11.1,3.3,48.3,3.1,21.9,0.0,8.6,0.3,0.0
4816,일본식영양밥,34.8,20.9,33.9,27.0,55.3,102.0,13.6,12.3,10.4,0.0
4818,가지튀김과 쪽파소스,10.0,14.6,9.9,1.9,24.3,0.0,15.8,10.2,24.2,0.0
4819,딸기마카롱,25.4,14.4,13.9,65.1,3.5,16.7,11.3,13.2,5.2,0.9
4820,오렌지젤리,9.7,15.0,4.5,0.8,1.2,0.0,10.7,8.5,113.2,0.0
4821,사과프리터,11.1,17.2,5.5,1.4,27.5,0.0,16.4,4.8,7.4,0.0
4822,엄지네꼬막,24.3,14.3,75.6,30.6,122.4,44.5,13.9,47.2,26.6,0.0
4823,모츠나베,10.8,5.6,30.5,19.1,26.5,150.2,20.7,24.4,20.3,0.0
4825,고추참치파스타,14.2,6.0,33.0,28.4,0.0,27.5,0.0,0.0,0.0,0.0
4826,방울양배추볶음.,40.2,7.3,71.4,48.9,81.8,24.7,67.1,57.2,194.1,0.0
4827,치즈이모모찌,12.2,16.6,11.8,1.0,31.5,0.6,11.2,3.8,70.2,0.0
4828,피망버섯채볶음,2.1,2.1,3.4,3.1,6.9,0.0,11.8,1.3,38.7,0.0
4829,채식샌드위치,19.4,15.5,15.4,34.2,17.5,10.7,16.0,9.5,6.0,0.0
4830,버터크림까르보나라,29.4,4.3,45.7,58.5,46.1,161.9,22.0,46.0,6.3,0.0
4831,치즈퀘사디아&허니크림치즈소스,19.8,11.2,31.7,31.5,44.3,27.1,0.2,57.7,2.2,0.0
4832,연어 링귀니,22.0,24.0,44.2,6.9,19.1,16.0,45.0,4.1,6.9,0.0
4833,이탈리안 소세지 브로콜리 볶음,1.7,2.0,9.8,1.1,8.1,1.0,15.6,9.5,114.2,0.0
4835,매운당면떡볶이,35.3,47.3,24.8,6.6,73.6,2.3,28.9,13.1,6.5,0.0
4836,홈메이드 아이스티,7.2,11.7,1.1,0.6,0.3,0.0,3.0,7.0,27.3,0.0
4837,석류소스 목살스테이크,30.7,1.2,110.2,65.7,16.2,60.0,0.0,4.3,0.0,0.0
4838,소고기콩나물밥,32.7,31.5,45.5,29.8,98.5,9.4,21.1,13.6,7.3,0.0
4839,연근조림,5.9,7.4,4.4,4.1,34.0,0.0,6.8,5.6,38.7,0.0
4840,떡찜,15.9,17.4,18.4,13.8,46.9,0.0,26.9,9.9,20.3,0.0
4841,닭똥집 볶음,18.2,9.5,54.6,10.0,143.6,137.7,16.4,8.7,17.4,0.0
4842,몽골리안비프라면,33.8,20.0,80.4,56.0,209.9,33.2,27.1,25.9,84.2,0.0
4843,금방돼지국수,46.0,21.1,76.5,102.2,98.3,313.6,22.3,11.1,8.6,0.0
4848,대패오징어,10.7,5.0,1.3,33.2,7.3,17.4,2.7,0.9,3.2,0.0
4850,수제 명란크림우동,46.7,48.9,48.3,33.0,51.0,19.2,24.9,30.2,4.0,0.0
4854,참깨드레싱 두부샐러드,29.7,2.1,43.0,82.2,8.8,9.6,29.1,65.9,0.0,0.0
4855,취나물밥과 양념장,20.6,23.7,15.9,13.0,47.3,0.0,14.4,15.2,7.7,0.0
4856,버섯 장조림,4.9,6.6,8.3,0.7,147.3,0.0,3.2,9.1,9.2,0.0
4857,딸기 크림치즈 랩,27.1,29.2,17.6,33.6,8.5,10.7,65.2,27.9,47.9,8.1
4858,삼겹살 미나리 무침,35.0,2.9,67.6,112.0,5.9,36.7,19.6,9.3,17.0,0.0
4859,와사마요 떡볶이,31.9,17.8,28.4,55.6,38.8,21.6,7.8,33.2,9.0,0.0
4860,화전,11.9,12.0,6.1,15.0,10.1,0.0,0.8,0.7,0.2,0.0
4861,사과배추겉절이,3.6,3.8,3.6,5.7,26.3,3.9,11.3,5.0,18.2,0.0
4862,계란부타모야시,40.0,5.6,82.0,117.6,76.7,229.6,10.5,13.0,14.9,0.0
4863,먹태 버터구이,11.3,2.3,1.9,42.5,30.9,16.1,2.4,1.4,5.0,0.0
4864,반숙삶기,13.1,1.6,40.6,30.4,81.6,299.3,0.0,11.9,0.0,0.0
4865,양념장만들기,53.4,30.5,32.2,136.1,358.0,0.0,42.7,22.3,15.4,0.0
4867,해물크림나베,21.7,6.4,96.4,31.0,69.3,179.8,18.1,35.4,15.4,0.0
4868,달래봉골레 파스타,63.1,51.9,80.4,93.3,55.9,22.0,184.2,54.1,130.6,34.5
4870,쭈꾸뿅 쭈꾸미,39.4,12.4,68.8,104.5,16.0,227.1,6.9,14.2,2.5,0.0
4871,더 신선한 매생이,19.2,3.0,57.6,44.3,35.9,401.2,0.0,24.5,0.6,0.0
4877,참치김치덮밥,15.6,12.9,43.6,11.6,38.9,54.5,5.8,12.7,6.5,0.0
4878, 쑥 인절미,124.9,134.8,204.5,86.1,102.2,0.0,177.2,88.4,33.0,0.0
4883,딸기 밀푀유,48.5,17.0,25.6,150.8,17.6,62.6,8.7,22.8,11.6,1.9
4884,쑥 버무리,6.5,10.4,4.8,0.5,4.5,0.0,16.3,13.8,24.1,0.0
4887,곰돌이버거,14.7,6.7,15.5,37.5,16.1,25.6,7.2,7.8,16.0,0.0
4888,버섯두부지짐이,15.0,2.7,41.0,44.3,44.1,2.3,32.3,45.7,5.2,0.0
4889,인도 치킨커리,51.2,10.0,120.9,133.6,12.0,96.3,39.1,19.3,54.3,0.9
4890,미더덕콩나물찜,9.9,4.2,49.5,12.6,36.2,17.5,20.8,44.4,22.6,0.0
4891,고갈비구이,14.3,7.0,12.0,40.0,0.0,0.0,2.9,2.0,0.0,0.0
4892,김치 길거리 토스트,22.4,15.3,46.7,30.7,37.7,163.1,16.5,23.4,5.6,0.0
4893,물쫄면,22.2,27.7,17.8,13.4,56.3,106.2,26.8,13.0,11.8,9.4
4894,벚꽃머랭쿠키,3.3,4.6,2.7,0.1,2.1,0.1,0.0,0.1,0.6,0.0
4896,스팸하트김밥,16.7,20.8,11.8,11.6,16.3,0.0,8.6,1.5,0.0,0.0
4897,이삭토스트,38.5,20.1,35.6,94.2,39.3,141.6,17.6,21.8,13.1,9.4
4898,치즈 베이컨 말이,63.9,23.1,76.7,60.9,91.0,48.3,3.5,29.3,3.2,0.0
4899,계란 반숙 삶기 & 계란 껍질 쉽게 까기,26.2,3.2,81.2,60.8,163.5,598.5,0.0,35.2,0.0,0.0
4900,콩나물잡채,16.0,13.9,13.6,27.5,93.1,0.2,21.1,12.3,26.9,0.0
4901,세발나물무침,3.7,1.9,3.8,10.3,33.7,0.0,6.2,3.0,28.5,0.0
4902,육회 물회,20.8,17.5,17.8,33.9,59.5,197.2,17.0,9.9,10.9,9.4
4904,닭갈비전골,24.3,29.2,25.3,13.6,78.8,152.0,29.1,15.5,28.2,0.0
4905,매운돈가쓰,71.5,45.7,125.2,120.8,103.9,149.1,43.9,16.8,34.1,0.0
4906,주꾸미초무침,10.1,11.1,17.9,6.0,37.4,48.4,20.9,7.8,11.9,0.0
4907,타마고산도,15.3,7.5,25.8,32.1,18.8,153.8,4.8,7.3,0.2,0.0
4908,태국식고기덮밥,42.4,24.0,78.4,62.7,25.7,145.3,11.6,7.0,18.2,0.0
4909,소고기 비빔간장,15.0,17.7,17.3,1.4,302.2,0.3,10.2,8.3,17.0,0.0
4910,홈메이드 자루소바,36.2,51.3,42.4,1.6,402.0,0.0,25.9,10.1,8.0,0.0
4911,계란 장조림,26.0,19.5,59.8,31.9,309.0,299.6,16.2,20.0,24.3,0.0
4912,김치버터 파스타,22.5,22.5,16.3,23.0,87.0,12.6,10.9,4.7,0.3,0.0
4913,깻잎지,2.1,2.7,4.6,0.8,55.1,0.0,12.0,6.7,6.7,4.7
4914,골뱅이 비빔라면,4.4,5.5,2.0,4.0,6.7,0.2,6.8,3.1,5.5,0.0
4916,푸실리 바지락 봉골레 파스타,30.9,29.3,17.7,44.0,0.2,0.0,57.2,1.1,10.6,0.0
4918,꼬시래기해초무침,7.0,6.1,4.5,11.9,26.8,0.2,10.8,5.5,7.2,0.0
4919,돈까스 국수,38.5,30.6,69.3,42.5,201.9,118.0,17.0,31.0,4.5,0.0
4920,레터스샌드위치,17.4,6.1,21.5,50.5,33.5,19.5,12.0,19.1,43.3,0.0
4921,멜팅치즈제육철판,32.3,20.6,64.1,41.2,178.3,37.6,48.0,105.8,20.0,0.0
4922,닭볶음탕,39.6,10.3,125.4,80.3,28.2,84.0,24.0,32.4,40.1,2.3
4923,미나리파스타,49.3,24.9,45.8,118.4,37.9,6.9,18.4,44.1,4.2,0.0
4924,고추장립,3.9,5.0,4.2,1.6,48.6,0.0,7.8,2.3,2.5,0.0
4926,칼질고급 편,14.9,22.2,24.0,2.7,9.0,0.0,91.5,48.9,162.2,0.0
4927,도토리묵 무침,9.7,10.2,7.9,12.5,70.7,0.2,26.3,10.5,17.6,0.0
4928,매운순대볶음,21.7,18.6,13.6,34.9,106.4,55.2,30.1,17.6,15.2,0.0
4929,콩나물국,2.2,1.7,11.8,2.5,58.5,2.2,16.0,15.5,17.4,0.0
4930,꿔바로우,39.0,27.5,57.9,59.2,63.7,27.5,4.6,7.3,4.6,0.0
4932,백골뱅이,3.3,4.4,5.3,1.6,44.1,0.0,15.2,4.5,9.0,0.0
4933,로리앙 전기오븐,54.7,17.3,38.1,153.9,70.0,93.9,8.1,61.0,0.0,0.0
4934,부추튀김,38.1,51.5,47.7,8.0,102.0,0.0,49.5,31.1,109.0,0.0
4935,부추된장국,18.2,6.4,101.0,12.4,140.7,66.0,41.8,61.1,120.6,0.0
4936,브로콜리소시지볶음,4.8,2.1,15.9,8.0,19.8,6.9,4.9,3.7,29.9,0.0
4937,사과마멀레이드,4.0,6.5,0.4,0.2,0.2,0.0,4.7,0.9,6.4,0.0
4938,레몬마요새우,31.0,15.4,17.5,80.8,17.2,84.2,3.9,7.3,5.0,0.3
4939,토마토달걀덮밥,32.9,30.6,63.1,32.0,51.7,299.3,19.5,20.2,62.1,0.0
4940,깍두기,4.9,6.3,6.9,2.5,101.6,4.5,22.7,15.5,33.4,0.0
4941,고구마순나물 볶음,1.4,1.0,1.2,3.3,7.4,0.0,2.3,1.4,3.3,0.0
4942,새우튀김,4.9,1.2,14.4,10.3,12.9,99.8,0.4,3.9,0.0,0.0
4943,슈니첼&양송이소스,289.7,52.6,133.8,1047.5,65.9,306.8,40.6,35.6,13.4,1.3
4944,장어 잡채,10.3,8.9,8.8,18.3,45.4,0.1,23.2,8.7,31.9,0.0
4945,중국식가지튀김,39.7,33.7,37.1,82.0,93.5,99.8,136.7,20.5,55.5,0.0
4947,청양고추 크림 파스타,51.4,29.8,57.8,106.1,54.6,53.0,22.5,55.4,20.8,0.0
4948,김치찌개,2.8,1.5,8.4,5.1,72.0,3.3,15.0,8.4,17.5,0.0
4949,닭똥집 튀김,22.1,21.6,51.3,9.3,84.2,122.2,11.1,7.3,11.0,0.0
4950,병아리 연유빵,143.3,176.9,143.5,76.0,345.4,11.0,197.4,23.1,109.6,0.0
4951,프리미엄 게맛살,29.5,21.9,15.4,63.3,21.4,15.4,7.0,3.4,3.2,0.0
4953,햇감자조림,2.8,2.3,2.0,5.2,33.1,0.0,1.3,1.7,1.9,0.0
4954,게맛살부추스파게티,50.0,53.2,87.1,43.2,209.5,8.1,147.4,78.5,163.8,19.5
4955,단호박 크림새우찜,5.6,7.9,10.8,1.4,0.5,0.2,27.5,11.2,66.9,0.0
4956,비건피자 루꼴라피자,10.4,5.0,14.6,17.9,57.6,8.2,10.2,25.1,4.6,0.0
4957,소떡소떡,43.9,24.9,55.7,91.8,97.0,37.8,7.8,4.2,12.5,4.7
4958,파스타토스트,35.1,16.0,53.0,35.1,48.2,34.3,14.0,54.1,6.4,0.0
4959,떡꼬치,12.8,16.6,8.0,4.2,41.4,0.0,7.5,2.2,0.5,3.1
4960,소고기 미니 김밥,23.5,34.7,21.4,1.3,16.4,0.0,13.3,3.7,5.0,0.0
4961,양념 팝콘치킨,12.4,17.0,8.8,2.5,33.9,0.0,13.1,4.0,1.4,9.4
4962,만두부대찌개,29.2,11.9,80.0,59.7,16.4,81.3,45.8,46.9,10.5,0.0
4963,훈제연어 베이글 샌드위치,26.7,19.5,38.6,42.3,31.6,103.4,24.0,10.9,14.2,13.7
4964,시금치롤,25.8,11.1,34.8,63.5,32.1,117.5,11.8,28.6,28.7,0.6
4965,미니언즈주먹밥,18.4,12.1,30.9,31.9,22.6,140.4,3.1,12.1,0.9,0.0
4966,밥통딸기초코케이크,51.1,25.3,22.9,139.0,8.7,125.3,3.3,26.9,0.3,0.0
4967,구절판,17.5,16.6,28.1,14.8,35.1,99.9,19.2,13.0,16.1,0.0
4968,나폴리탄스파게티,37.8,35.2,51.3,38.3,187.2,106.6,19.2,8.5,21.6,0.0
4969,호두파이,40.6,23.9,26.1,97.3,18.9,100.9,13.1,9.9,0.4,0.0
4971,닭날개 꼬치,51.1,6.1,137.5,128.0,66.6,151.3,5.8,25.7,2.7,4.7
4972,뉴질랜드 그린홍합,8.9,3.1,2.7,15.7,19.7,2.4,6.2,3.0,9.5,4.0
4974,텐그릴 토스터,55.5,19.4,111.7,135.7,44.0,52.5,37.1,66.6,31.9,8.9
4975,발사믹소스의 찹스테이크,10.6,5.2,29.3,17.0,14.0,14.4,7.8,6.4,49.2,3.3
4976,롤샌드위치,8.3,4.1,13.3,19.0,17.1,12.7,4.5,22.4,4.7,0.0
4977,갈릭마요치킨바베큐,85.9,3.2,224.7,247.7,74.3,188.4,7.1,14.8,44.7,0.0
4980,낙지 연포탕,2.1,1.0,7.7,1.0,17.8,8.4,4.9,5.3,9.8,0.0
4981,생딸기컵케익,52.1,28.0,23.9,135.8,24.3,161.6,7.6,11.9,23.2,3.9
4982,백골뱅이탕,2.8,1.3,13.7,1.7,35.6,17.7,5.1,15.4,14.7,0.0
4983,피자김밥,24.8,21.9,46.2,20.9,37.0,19.3,18.4,25.7,33.5,0.0
4984,비어캔치킨,67.5,4.2,222.0,163.7,70.2,158.8,13.7,13.2,16.0,0.0
4985,두릅튀김,80.6,9.6,10.0,328.5,18.2,0.7,14.3,4.9,11.3,0.0
4986,장어덮밥,55.6,19.9,115.0,115.4,283.8,403.1,13.6,78.5,7.4,9.4
4988,팽이오징어볶음,14.4,11.6,43.1,11.3,54.4,67.0,28.7,7.8,30.5,0.0
4989,구운 호박볶음,3.9,2.0,3.9,10.5,20.7,0.1,7.5,2.5,15.0,1.4
4990,제철해물판모밀,20.0,14.0,59.0,3.9,248.9,124.7,17.1,33.8,49.8,0.0
4991,토마토해물떡볶이,14.7,17.1,36.7,6.6,37.3,80.7,36.8,16.9,97.8,0.0
